ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
19081540,"03/03/2017, 9:13:00 am","08/17/2019, 5:35:30 am",CARROLLTON,GA,30116,200 Block SOMERSET PLACE,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
18020641,"03/01/2017, 7:00:00 am","06/06/2018, 8:20:51 pm",CARROLLTON,GA,30117,900 Block LOVVORN RD,FRAUD- FINANCIAL IDENTITY,Theft,FRAUD- FINANCIAL IDENTITY
18012258,"03/01/2017, 7:00:00 am","06/06/2018, 8:20:46 pm",CARROLLTON,GA,30117,300 Block BRIARWOOD DRIVE,FRAUD- FINANCIAL IDENTITY,Theft,FRAUD- FINANCIAL IDENTITY
17121220,"03/15/2017, 7:01:00 am","06/06/2018, 9:32:45 am",CARROLLTON,GA,30117,100 Block FAWN CIRCLE,THEFT BY DECEPTION,Theft,THEFT BY DECEPTION
17102384,"01/20/2017, 3:00:00 pm","04/29/2018, 6:56:12 am",CARROLLTON,GA,30117,3200 Block GA,THEFT BY DECEPTION,Theft,THEFT BY DECEPTION
17080920,"02/23/2017, 6:20:00 pm","08/25/2017, 5:09:27 pm",CARROLLTON,GA,30117,NORTH PARK STREET,"GIVING FALSE NAME, ADDRESS, OR DOB TO OFFICER",Quality of Life,"GIVING FALSE NAME, ADDRESS, OR DOB TO OFFICER"
17080025,"02/01/2017, 7:00:00 pm","08/03/2017, 5:08:34 pm",CARROLLTON,GA,30117,1200 Block MAPLE STREET,STALKING,Proactive Policing,STALKING
17062346,"01/28/2017, 1:16:00 am","07/29/2017, 5:08:46 pm",CARROLLTON,GA,30117,200 Block BLEDSOE STREET,RECKLESS CONDUCT,Traffic,RECKLESS CONDUCT
17062336,"03/01/2017, 3:00:00 pm","08/31/2017, 5:06:37 pm",CARROLLTON,GA,30116,300 Block TANGLEWOOD TRAIL,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17061847,"01/01/2017, 7:00:00 pm","07/03/2017, 5:09:36 pm",CARROLLTON,GA,30116,100 Block SENTINEL WALK,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17052004,"02/23/2017, 10:00:00 pm","08/25/2017, 5:06:18 pm",CARROLLTON,GA,30117,100 Block FAWN CIRCLE,THEFT BY TAKING,Theft,THEFT BY TAKING
17050922,"03/11/2017, 3:00:00 pm","09/10/2017, 5:04:25 pm",CARROLLTON,GA,30117,1100 Block SOUTH PARK STREET,THEFT BY DECEPTION,Theft,THEFT BY DECEPTION
17050178,"03/25/2017, 5:00:00 pm","09/24/2017, 5:02:47 pm",CARROLLTON,GA,30117,200 Block CABLE INDUSTRIAL WAY,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17042392,"03/23/2017, 7:01:00 am","09/22/2017, 5:02:20 pm",CARROLLTON,GA,30116,300 Block CHRISTIAN LANE,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17042236,"02/27/2017, 7:00:00 pm","08/29/2017, 5:03:46 pm",CARROLLTON,GA,30117,100 Block BANKHEAD HIGHWAY,FORGERY 1ST DEGREE,Other ,FORGERY 1ST DEGREE
17041474,"02/01/2017, 7:00:00 am","08/03/2017, 5:04:23 pm",CARROLLTON,GA,30117,900 Block LOVVORN ROAD,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17041417,"03/17/2017, 2:00:00 am","09/15/2017, 5:03:35 pm",CARROLLTON,GA,30117,700 Block S. PARK STREET,"GIVING FALSE NAME, ADDRESS, OR DOB TO OFFICER",Quality of Life,"GIVING FALSE NAME, ADDRESS, OR DOB TO OFFICER"
17091223,"03/27/2017, 10:00:00 pm","09/26/2017, 5:01:25 pm",CARROLLTON,GA,30117,200 Block ,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17040860,"03/13/2017, 3:00:00 pm","09/12/2017, 5:02:24 pm",CARROLLTON,GA,30116,1300 Block SOUTH PARK STREET,FRAUD- FINANCIAL IDENTITY,Theft,FRAUD- FINANCIAL IDENTITY
17041166,"03/21/2017, 7:00:00 pm","09/20/2017, 5:02:35 pm",CARROLLTON,GA,30117,1200 Block MAPLE STREET,THEFT BY RECEIVING STOLEN PROPERTY,Theft,THEFT BY RECEIVING STOLEN PROPERTY
17040937,"03/29/2017, 3:00:00 pm","09/28/2017, 5:02:31 pm",CARROLLTON,GA,30117,1300 Block STEWART STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17040904,"01/11/2017, 11:45:00 pm","07/13/2017, 5:06:06 pm",CARROLLTON,GA,30116,200 Block CLARION DRIVE,THEFT BY TAKING,Theft,THEFT BY TAKING
17040855,"03/24/2017, 7:00:00 am","09/23/2017, 5:01:31 pm",CARROLLTON,GA,30117,100 Block MITCHELL CIRCLE,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17040828,"03/15/2017, 2:30:00 pm","09/14/2017, 5:03:38 pm",CARROLLTON,GA,30117,200 Block FOURTH STREET,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17040726,"02/09/2017, 8:00:00 am","08/11/2017, 5:04:19 pm",CARROLLTON,GA,30117,200 Block BRUMBELOW ROAD,THEFT BY TAKING,Theft,THEFT BY TAKING
17040708,"03/01/2017, 1:00:00 pm","08/31/2017, 5:03:38 pm",CARROLLTON,GA,30117,700 Block ALMON ROAD,THEFT BY TAKING,Theft,THEFT BY TAKING
17032703,"03/31/2017, 2:21:00 am","09/29/2017, 5:01:13 pm",CARROLLTON,GA,30117,AUSTIN AVENUE & ADAMSON AVENUE,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17040343,"03/01/2017, 7:00:00 am","08/31/2017, 5:03:37 pm",CARROLLTON,GA,30117,300 Block COLUMBIA DRIVE,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032747,"03/28/2017, 3:00:00 pm","09/27/2017, 5:01:33 pm",CARROLLTON,GA,30117,300 Block OLD BREMEN ROAD,FALSE IMPRISONMENT,Assault ,FALSE IMPRISONMENT
17040123,"01/21/2017, 3:00:00 pm","07/23/2017, 5:04:23 pm",CARROLLTON,GA,30117,1100 Block SOUTH PARK STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17040057,"03/31/2017, 6:00:00 am","09/29/2017, 5:01:14 pm",CARROLLTON,GA,30117,ADAMSON SQUARE,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17040028,"03/31/2017, 11:40:00 pm","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30117,300 Block COLUMBIA DRIVE BUILDING 5,CRIMINAL DAMAGE TO PROPERTY 2ND DEGREE,Property Crime ,CRIMINAL DAMAGE TO PROPERTY 2ND DEGREE
17032777,"03/31/2017, 8:00:00 pm","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30117,400 Block HAYS MILL ROAD,THEFT BY TAKING,Theft,THEFT BY TAKING
17032782,"03/31/2017, 11:00:00 pm","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30117,300 Block HAYS MILL ROAD,SIMPLE BATTERY,Assault ,SIMPLE BATTERY
17032783,"03/31/2017, 2:00:00 am","09/29/2017, 5:01:13 pm",CARROLLTON,GA,30117,1200 Block SOUTH PARK STREET,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17032786,"04/01/2017, 2:51:00 am","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30117,100 Block BROCK STREET,BATTERY - FAMILY VIOLENCE,Other ,BATTERY - FAMILY VIOLENCE
17032784,"04/01/2017, 2:03:00 am","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30116,300 Block CLARION DRIVE,THEFT BY TAKING,Theft,THEFT BY TAKING
17032774,"03/31/2017, 10:57:00 pm","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30117,SOUTH PARK STREET AT CLINIC AV,ILLEGAL POSSESSION OF CONTROLLED SUBSTANCE,Quality of Life,ILLEGAL POSSESSION OF CONTROLLED SUBSTANCE
17032776,"03/31/2017, 10:30:00 am","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30116,200 Block SOMERSET PLACE,LOITERING AND PROWLING,Proactive Policing,LOITERING AND PROWLING
17032751,"03/31/2017, 7:40:00 pm","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30117,1100 Block NORTH PARK STREET,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17032735,"03/31/2017, 12:56:00 pm","09/30/2017, 5:01:55 pm",CARROLLTON,GA,30117,900 Block LOVVORN ROAD,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032719,"03/31/2017, 6:00:00 am","09/29/2017, 5:01:13 pm",CARROLLTON,GA,30117,1100 Block NORTH PARK STREET,VERBAL ARGUMENT,Quality of Life,VERBAL ARGUMENT
17032705,"03/30/2017, 10:00:00 pm","09/29/2017, 5:01:13 pm",CARROLLTON,GA,30117,200 Block ADAMSON AVENUE,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17032682,"03/24/2017, 8:00:00 pm","09/23/2017, 5:01:46 pm",CARROLLTON,GA,30117,1300 Block SOUTH PARK STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17032482,"03/18/2017, 5:30:00 pm","09/17/2017, 5:00:49 pm",CARROLLTON,GA,30117,1300 Block D SOUTH PARK STREET,THEFT BY SHOPLIFTING,Theft,THEFT BY SHOPLIFTING
17032610,"03/30/2017, 4:10:00 am","09/28/2017, 5:02:30 pm",CARROLLTON,GA,30117,1200 Block MAPLE STREET,POSSESSION OF MARIJUANA LESS THAN 1 OZ,Quality of Life,POSSESSION OF MARIJUANA LESS THAN 1 OZ
17032642,"03/30/2017, 9:48:00 am","09/29/2017, 5:01:13 pm",CARROLLTON,GA,30117,100 Block BROCK STREET,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17032641,"03/30/2017, 8:50:00 am","09/29/2017, 5:01:13 pm",CARROLLTON,GA,30117,ADAMSON SQUARE,ROBBERY,Robbery,ROBBERY
17032579,"03/28/2017, 5:00:00 pm","09/27/2017, 5:01:34 pm",CARROLLTON,GA,30116,100 Block CENTENNIAL DRIVE ROOM,THEFT BY TAKING,Theft,THEFT BY TAKING
17032637,"03/30/2017, 7:45:00 am","09/29/2017, 5:01:13 pm",CARROLLTON,GA,30117,200 Block BRUMBELOW ROAD,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17032571,"01/01/2017, 7:01:00 am","07/03/2017, 5:05:36 pm",CARROLLTON,GA,30117,100 Block CARTER AVENUE,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17032561,"02/02/2017, 8:00:00 pm","08/04/2017, 5:03:09 pm",CARROLLTON,GA,30117,800 Block KINGSBRIDGE ROAD,THEFT BY DECEPTION,Theft,THEFT BY DECEPTION
17032559,"03/27/2017, 9:00:00 pm","09/26/2017, 5:02:45 pm",CARROLLTON,GA,30117,400 Block HAYS MILL ROAD,THEFT BY TAKING,Theft,THEFT BY TAKING
17032552,"03/29/2017, 6:30:00 pm","09/28/2017, 5:02:30 pm",CARROLLTON,GA,30117,FIFTH STREET,RECKLESS CONDUCT,Traffic,RECKLESS CONDUCT
17032548,"03/18/2017, 2:00:00 am","09/16/2017, 5:01:39 pm",CARROLLTON,GA,,,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17032537,"03/29/2017, 10:40:00 am","09/28/2017, 5:02:30 pm",CARROLLTON,GA,30117,1100 Block SOUTH PARK STREET SUITE,BURGLARY 2ND DEGREE,Breaking & Entering,BURGLARY 2ND DEGREE
17032525,"03/28/2017, 11:50:00 pm","09/27/2017, 5:01:33 pm",CARROLLTON,GA,30117,1100 Block ROME STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17032512,"03/29/2017, 3:34:00 am","09/27/2017, 5:01:33 pm",CARROLLTON,GA,30117,100 Block ADAMSON DRIVE,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17032505,"03/29/2017, 1:00:00 am","09/27/2017, 5:01:33 pm",CARROLLTON,GA,30116,1100 Block BANKHEAD HIGHWAY,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17032506,"03/28/2017, 8:00:00 pm","09/27/2017, 5:01:33 pm",CARROLLTON,GA,30117,400 Block NORTH LAKE DRIVE,FINANCIAL TRANSACTION CARD FRAUD,Theft,FINANCIAL TRANSACTION CARD FRAUD
17032471,"03/28/2017, 8:15:00 pm","09/27/2017, 5:01:33 pm",CARROLLTON,GA,30117,700 Block FERTILLA STREET,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17032395,"03/27/2017, 6:35:00 pm","09/26/2017, 5:02:45 pm",CARROLLTON,GA,30117,700 Block BURNS ROAD,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17032410,"03/27/2017, 2:00:00 am","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,200 Block NORTHWINDS BOULEVARD,THEFT BY TAKING,Theft,THEFT BY TAKING
17032431,"03/28/2017, 3:29:00 am","09/26/2017, 5:02:45 pm",CARROLLTON,GA,30117,400 Block HAYSMILL ROAD,SIMPLE BATTERY (FV),Assault ,SIMPLE BATTERY (FV)
17032429,"03/28/2017, 3:13:00 am","09/26/2017, 5:02:45 pm",CARROLLTON,GA,30117,100 Block ROBERT HENDRIX DRIVE,SIMPLE ASSAULT/ASSAULT - FAMILY VIOLENCE,Other ,SIMPLE ASSAULT/ASSAULT - FAMILY VIOLENCE
17032378,"03/26/2017, 4:45:00 pm","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,100 Block CORPORATE DRIVE SUITE A,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032402,"03/26/2017, 12:30:00 am","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30116,1 Block OAK MOUNTAIN TRAIL,THEFT BY TAKING,Theft,THEFT BY TAKING
17032387,"03/27/2017, 5:00:00 pm","09/26/2017, 5:02:45 pm",CARROLLTON,GA,30117,200 Block AUSTIN AVENUE,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17032335,"03/27/2017, 5:45:00 am","09/25/2017, 5:00:45 pm",Carrollton,GA,,,THEFT BY TAKING,Theft,THEFT BY TAKING
17032327,"03/27/2017, 7:00:00 am","09/26/2017, 5:02:45 pm",CARROLLTON,GA,30117,300 Block OLD NEWNAN STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17032321,"03/27/2017, 6:20:00 am","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,100 Block TILLMAN DRIVE,AFFRAY,Quality of Life,AFFRAY
17032302,"03/26/2017, 11:54:00 pm","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,600 Block NORTH AYCOCK STREET,FINANCIAL TRANSACTION CARD FRAUD,Theft,FINANCIAL TRANSACTION CARD FRAUD
17032223,"03/26/2017, 5:00:00 am","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,100 Block NIZZEAR LANE,RUNAWAY JUVENILE,Other ,RUNAWAY JUVENILE
17032292,"03/27/2017, 1:09:00 am","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,1100 Block SOUTH PARK STREET,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032267,"03/26/2017, 4:00:00 pm","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,200 Block BLEDSOE STREET,BATTERY - FAMILY VIOLENCE,Other ,BATTERY - FAMILY VIOLENCE
17032276,"03/25/2017, 12:00:00 am","09/23/2017, 5:01:45 pm",CARROLLTON,GA,30117,300 Block LOVVORN ROAD,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032269,"03/26/2017, 4:30:00 am","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,500 Block NORTH LAKE DRIVE,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17032273,"03/26/2017, 2:30:00 am","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,300 Block LOVVORN ROAD,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032266,"03/25/2017, 11:30:00 pm","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,ALABAMA STREET,CRIMINAL DAMAGE TO PROPERTY 2ND DEGREE,Property Crime ,CRIMINAL DAMAGE TO PROPERTY 2ND DEGREE
17032262,"03/26/2017, 8:00:00 am","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,900 Block LOVVORN ROAD,BATTERY - FAMILY VIOLENCE,Other ,BATTERY - FAMILY VIOLENCE
17032257,"03/26/2017, 8:38:00 am","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,600 Block BURSON AVENUE,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032231,"03/26/2017, 6:31:00 am","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,800 Block BANKHEAD HIGHWAY,ARMED ROBBERY,Robbery,ARMED ROBBERY
17032263,"03/26/2017, 9:37:00 am","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,100 Block CARROLL CIRCLE,BATTERY - FAMILY VIOLENCE,Other ,BATTERY - FAMILY VIOLENCE
17032197,"03/26/2017, 1:15:00 am","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,1200 Block STEWART STREET,BATTERY - FAMILY VIOLENCE,Other ,BATTERY - FAMILY VIOLENCE
17032256,"03/26/2017, 8:37:00 am","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,200 Block ADAMSON SQUARE,SIMPLE BATTERY,Assault ,SIMPLE BATTERY
17032258,"03/26/2017, 8:00:00 am","09/25/2017, 5:00:49 pm",CARROLLTON,GA,30117,100 Block ROYAL CROWN COURT ROOM,OBSTRUCTING OR HINDERING LAW ENFORCEMENT OFFICERS,Quality of Life,OBSTRUCTING OR HINDERING LAW ENFORCEMENT OFFICERS
17032210,"03/25/2017, 6:00:00 pm","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,700 Block LOVVORN ROAD,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17032194,"03/25/2017, 11:27:00 pm","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,1100 Block SOUTH PARK STREET,THEFT BY SHOPLIFTING,Theft,THEFT BY SHOPLIFTING
17032175,"03/25/2017, 5:30:00 pm","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,200 Block BENNETT CIRCLE,RECKLESS CONDUCT,Traffic,RECKLESS CONDUCT
17032083,"02/23/2017, 3:00:00 pm","08/25/2017, 5:02:10 pm",CARROLLTON,GA,30117,800 Block NEWNAN ROAD,FORGERY 4TH DEGREE LESS THAN $1500,Theft,FORGERY 4TH DEGREE LESS THAN $1500
17032093,"03/24/2017, 6:45:00 pm","09/23/2017, 5:01:45 pm",CARROLLTON,GA,30117,100 Block WILSON CIRCLE,DRIVING WHILE LICENSE WITHDRAWN,Traffic,DRIVING WHILE LICENSE WITHDRAWN
17032168,"03/25/2017, 8:00:00 am","09/24/2017, 5:01:32 pm",CARROLLTON,GA,30117,1100 Block ALABAMA STREET,PUBLIC DRUNKENNESS,Quality of Life,PUBLIC DRUNKENNESS
17032137,"03/25/2017, 2:30:00 am","09/23/2017, 5:01:45 pm",CARROLLTON,GA,30117,500 Block BURNS ROAD,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17032167,"03/23/2017, 3:00:00 am","09/21/2017, 5:01:37 pm",CARROLLTON,GA,30116,100 Block CENTENNIAL DR,BATTERY,Assault ,BATTERY
17032126,"03/25/2017, 3:57:00 am","09/23/2017, 5:01:45 pm",CARROLLTON,GA,30117,300 Block AVALON DRIVE,VERBAL ARGUMENT,Quality of Life,VERBAL ARGUMENT
17031240,"03/15/2017, 7:21:00 pm","09/14/2017, 5:01:49 pm",CARROLLTON,GA,30117,500 Block BANKHEAD HIGHWAY,RECKLESS CONDUCT,Traffic,RECKLESS CONDUCT
17032058,"03/24/2017, 4:00:00 am","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,300 Block BLEDSOE STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17032039,"03/24/2017, 2:30:00 am","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,300 Block FOSTER STREET,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032033,"03/24/2017, 12:20:00 am","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,1 Block TILLMAN DRIVE,RECKLESS CONDUCT,Traffic,RECKLESS CONDUCT
17032032,"03/24/2017, 12:54:00 am","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,200 Block BLEDSOE STREET,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17032030,"03/23/2017, 11:45:00 pm","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,200 Block NORTH PARK STREET,RECKLESS CONDUCT,Traffic,RECKLESS CONDUCT
17032027,"03/23/2017, 11:01:00 pm","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,1200 Block STEWART STREET,BATTERY,Assault ,BATTERY
17032026,"03/23/2017, 10:41:00 pm","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,800 Block SOUTH PARK STREET,SEAT BELT VIOLATION,Traffic,SEAT BELT VIOLATION
17032013,"01/01/2017, 7:01:00 am","07/03/2017, 5:05:36 pm",CARROLLTON,GA,30117,100 Block NEWNAN STREET,THEFT BY DECEPTION,Theft,THEFT BY DECEPTION
17031993,"03/23/2017, 1:30:00 am","09/21/2017, 5:01:37 pm",CARROLLTON,GA,30117,100 Block ADAMSON AVENUE,THEFT BY TAKING,Theft,THEFT BY TAKING
17031985,"03/22/2017, 7:00:00 pm","09/21/2017, 5:01:37 pm",CARROLLTON,GA,30117,400 Block HAYS MILL RD,THEFT BY TAKING,Theft,THEFT BY TAKING
17031981,"03/23/2017, 8:00:00 am","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,700 Block SOUTH STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17031937,"03/22/2017, 10:30:00 pm","09/21/2017, 5:01:37 pm",CARROLLTON,GA,30117,100 Block WILLIE NORTH STREET,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17031936,"03/22/2017, 10:30:00 pm","09/21/2017, 5:01:37 pm",CARROLLTON,GA,30117,1100 Block SOUTH PARK STREET SUITE 3,THEFT BY SHOPLIFTING,Theft,THEFT BY SHOPLIFTING
16091937,"03/22/2017, 10:30:00 pm","03/23/2017, 5:05:31 pm",CARROLLTON,GA,30117,100 Block WILLIE NORTH STREET,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17031974,"03/23/2017, 8:02:00 am","09/22/2017, 5:01:31 pm",CARROLLTON,GA,30117,100 Block CARROLL CIRCLE,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17031969,"03/23/2017, 6:24:00 am","09/21/2017, 5:01:36 pm",CARROLLTON,GA,30117,ROBINSON AVENUE AND NORTH WHIT,"GIVING FALSE NAME, ADDRESS, OR DOB TO OFFICER",Quality of Life,"GIVING FALSE NAME, ADDRESS, OR DOB TO OFFICER"
17031968,"02/26/2017, 3:00:00 pm","08/28/2017, 5:01:59 pm",CARROLLTON,GA,30117,800 Block BANKHEAD HIGHWAY,FRAUD- FINANCIAL IDENTITY,Theft,FRAUD- FINANCIAL IDENTITY
17031970,"03/22/2017, 1:30:00 am","09/20/2017, 5:02:25 pm",CARROLLTON,GA,30117,300 Block NEWNAN STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17031961,"03/23/2017, 5:20:00 am","09/21/2017, 5:01:37 pm",CARROLLTON,GA,30117,200 Block TETON AVENUE,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17031700,"03/01/2017, 7:01:00 am","08/31/2017, 5:01:37 pm",CARROLLTON,GA,30117,200 Block NEWNAN ROAD,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17031918,"03/22/2017, 7:00:00 pm","09/21/2017, 5:01:37 pm",CARROLLTON,GA,30117,1300 Block C SOUTH PARK STREET,THEFT BY SHOPLIFTING,Theft,THEFT BY SHOPLIFTING
17031929,"03/15/2017, 4:29:00 pm","09/14/2017, 5:01:50 pm",CARROLLTON,GA,30117,200 Block TROJAN DRIVE,POSSESSION OF MARIJUANA LESS THAN 1 OZ,Quality of Life,POSSESSION OF MARIJUANA LESS THAN 1 OZ
17031702,"03/20/2017, 6:40:00 pm","09/19/2017, 5:00:54 pm",CARROLLTON,GA,30117,200 Block TROJAN DRIVE,BATTERY,Assault ,BATTERY
17031908,"03/15/2017, 7:01:00 am","09/14/2017, 5:01:50 pm",CARROLLTON,GA,30116,1 Block HIDDEN LAKES DRIVE,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17031813,"02/18/2017, 3:00:00 pm","08/20/2017, 5:03:13 pm",CARROLLTON,GA,30117,500 Block ALABAMA CIRCLE,FORGERY 4TH DEGREE LESS THAN $1500,Theft,FORGERY 4TH DEGREE LESS THAN $1500
17031894,"03/22/2017, 7:41:00 am","09/21/2017, 5:01:37 pm",CARROLLTON,GA,30117,BURSON AVENUE @ SOUTH STREET,FORGERY 2ND DEGREE,Theft,FORGERY 2ND DEGREE
17031840,"02/26/2017, 10:00:00 pm","08/28/2017, 5:01:59 pm",CARROLLTON,GA,30117,100 Block AUSTIN AVENUE,FINANCIAL TRANSACTION CARD FRAUD,Theft,FINANCIAL TRANSACTION CARD FRAUD
17031688,"03/15/2017, 7:01:00 am","09/14/2017, 5:01:50 pm",CARROLLTON,GA,30117,800 Block NEWNAN ROAD,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17031729,"03/20/2017, 8:00:00 am","09/19/2017, 5:00:54 pm",CARROLLTON,GA,30116,200 Block CLARION DRIVE,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17031791,"03/21/2017, 9:58:00 am","09/20/2017, 5:02:25 pm",CARROLLTON,GA,30117,ALMON ROAD @ STEWART STREET,"GIVING FALSE NAME, ADDRESS, OR DOB TO OFFICER",Quality of Life,"GIVING FALSE NAME, ADDRESS, OR DOB TO OFFICER"
17031789,"03/21/2017, 6:35:00 am","09/19/2017, 5:00:54 pm",CARROLLTON,GA,30117,1500 Block MAPLE STREET,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17031780,"03/19/2017, 12:45:00 am","09/17/2017, 5:00:49 pm",CARROLLTON,GA,30117,LAMBERT STREET AT NORTH PARK S,AGGRAVATED ASSAULT,Assault ,AGGRAVATED ASSAULT
